book,chapter,verse,spanish,nasa_yuwe
JHN,8,13,Los fariseos respondieron: “¡Tú no puedes ser tu propio testigo! ¡Lo que dices no prueba nada!”,"Txajũ' fxariseowe'sxa' na'wẽtx we'we: —Idxa' peekíiçxáa ya'tuuthe'jna ũsgu aça' txã' kxul yuhna jĩte',"
JHN,8,14,"“Incluso si yo soy mi propio testigo, mi testimonio es verdadero”, les dijo Jesús, “porque sé de dónde vengo y hacia dónde voy. Pero ustedes no saben de dónde vengo ni hacia dónde voy.","Jesus pasçxa': —Makwe peekíiçxá'ntka ya'tuuthe'je', nawa adx pta'sxni' ĩsxiinisame'. Txãa pa'gatey adxa' jiith majũwe'sxçxa' ki' maa dxi'j u'jweççxawa. Nawa i'kwe'sxa' jiimée i'kwe adx majũwe'sxtewa sa' maa dxi'j u'jweçtewa."
JHN,8,15,"Ustedes juzgan humanamente, pero yo no juzgo a nadie.","I'kwe'sxa' peekx ũus yaakxnijũçxáa i'kwe txã'wẽ we'we', adx isa we'weni's jiyumey. Nawa adxa' jiimeeçxa yu' we'we'çmeeth."
JHN,8,16,"Incluso si yo juzgara, mi juicio sería justo porque no estoy haciendo esto por mi cuenta. El Padre que me envió está conmigo.","Nasa ma'wẽsatewa isa jiyuçxath we'we', Tata' adxa's kaakh txãak ma'wẽ yũuwa'ja'swa adxa's pu'çxhi' txãa pa'ga."
JHN,8,17,La misma ley de ustedes dice que el testimonio de dos testigos es válido.,I'kwe'sx leyte' na'jĩ'k: Yuwe's jiisa e'zíi txãa na'wẽçxaçxáa we'wenisaçxáa selpiina jĩ'k.
JHN,8,18,"Yo soy mi propio testigo, y mi otro testigo es mi Padre que me envió.",Aça' isa we'wesa teeçxsa' adxíiçxáath. Aça' vxite' adxna kaahsa Tataíiçxá'.
JHN,8,19,"“¿Dónde está tu padre?” le preguntaron. “Ustedes no me conocen a mí ni a mi Padre”, respondió Jesús. “Si ustedes me conocieran, entonces conocerían a mi Padre también”.","Txã'jĩte', fxariseowe'sxa' na'jĩtx: —Iidx Tata' ¿mtee ũsna? jĩte', Jesus pasçxa': —I'kwe'sxa' adxa's jiyu'çmeei'kwe, sa' adx Tatanawa jiyu'çmeei'kwe. Adx kimtewa jiyuwaça', adx Tatanawa jiyune'kwe jĩnak pta'sx."
JHN,8,20,"Jesús explicaba esto mientras enseñaba cerca de la tesorería del Templo. Sin embargo, nadie lo arrestó porque aún no había llegado su tiempo.","Dxuus yatte ofxreda ãsxni kaja pukate kaapiya'jna ũsçxa', txã'jĩnak pta'sx Jesusa'. Nawa maa yuhwa preesu'jya' ãjãmeeta', preesu'jwa'j en ãhmeyne' yu' naa pa'ga. Adx ũsnite' pa'jya' ãjameene'kwe"
JHN,8,21,"Jesús les dijo de nuevo: “Yo me voy y ustedes me buscarán, pero morirán en su pecado. Adonde yo voy, ustedes no pueden ir”.","Jesusa' ki'kin we'weçxa na'jĩk: —Adxa' u'jweçthu, aça' i'kwe'sxa' makwe pakweene'kwe, nawa adxa's uymey i'kwe'sx pkalte uune'kwe. Txãasa adx u'jweçthu kxteea' pa'jya' ãjameene'kwe jĩna we'wete',"
JHN,8,22,Los judíos preguntaban en voz alta: “¿Acaso va a matarse a sí mismo? ¿Es eso a lo que se refiere cuando dice ‘adonde yo voy ustedes no pueden ir’?”,"judiuwe'sxa' na'jĩtx: —Meeçxa' ¿peekx kusetey uuya'wawáanakx, txãasa wá' adx u'jweçthu kxteea' pa'jya' ãjameene'kwe jĩna we'we'kx? jĩte',"
JHN,8,23,"Jesús les dijo: “Ustedes son de abajo, yo soy de arriba. Ustedes son de este mundo; yo no soy de este mundo.","Jesusa' pta'sxku: —I'kwe'sxa' aytewe'sxi'kwe, naapkaçxha' adxa' ẽejũwe'sxthu. Aça' i'kwe'sxa' naa kiwetewe'sxi'kwe, naapkaçxha' adxa' naa kiwetewe'sxmeeth."
JHN,8,24,"Es por eso que les dije que ustedes morirán en sus pecados. Porque si no creen en mí, en el ‘Yo soy,’ morirán en sus pecados”.","Txã'wẽçxaíith i'kwe'sx pkalte uune'kwe jĩna pta'sxi'. Txã'wẽ Dxus kaahnisa' adxçxáath jĩna pta'sxtewa jiyumée yã'jçxa', i'kwe'sx pkalte uune'kwe jĩna pta'sxte',"
JHN,8,25,"Entonces ellos le preguntaron, “¿Quién eres tú?” “Soy exactamente quien les dije que era desde el principio”, respondió Jesús.","na'jĩnatx paapẽjx: —Txã'wẽçxa' ¿idxa' kimga? jĩte', Jesus pasçxa' na'jĩk: —Adxa' kimçxawa nyafxíi pta'sxyã'th."
JHN,8,26,"“Hay muchas cosas que yo podría decir de ustedes, y muchas cosas que podría condenar. Pero el que me envió dice la verdad, y lo que yo les digo aquí en este mundo es lo que escuché de Él”.","Txãasa wala pta'sxwa'j ji'pthu i'kwe'sx ma'wẽsatewa ãate pta'sxna, txãa pa'gatey adxna kaahsa' ĩsxiisame', aça' adxa' txajx we'weni's wẽse'jçxa txã'wẽ íiçxáath pta'sxi' maawa jiyukahn jĩnak we'we."
JHN,8,27,Ellos no entendían que él estaba hablando del Padre. Así que Jesús les explicó:,Txã'wẽ Dxusa' adx Tata' jĩna Jesus pta'sxtewa jiyumeeta'.
JHN,8,28,"“Cuando ustedes hayan levantado al Hijo del hombre sabrán entonces que yo soy el ‘Yo soy,’ y que no hago nada por mí mismo, sino que digo lo que el Padre me enseñó.","Txãa pa'gak Jesusa' na'jĩna we'we: —I'kwe'sxa' Dxus Nçxi'k Nasa Yuusa's ẽete txahçxa yuuçxáa jiyune'kwe kimtewa, sa' peekxçxáa yu' we'wemée, wejxwa Tata kwe'we'jniçxá'sne' kaapiya'j sũjune'kwe."
JHN,8,29,"Aquél que me envió está conmigo; Él no me ha abandonado, porque yo siempre hago lo que a Él le agrada”.","Txãa pa'gatey adxna kaahsa', adx yakh ih ũsa', Tata' adxçxáa yu'sa' nvxiitu'çme', txajx jxthãasniçxá'sthu kxtey yu' naa pa'ga jĩk."
JHN,8,30,"Muchos de los que escucharon a Jesús decir estas cosas, creyeron en Él.","Txã'jĩna we'wete', nasa kuhsa Jesus ju'gu yuutx. Ewmeete fxi'zesa vxite' ewmeejũ nwe'wenisa"
JHN,8,31,"Entonces Jesús le dijo a los judíos que creyeron en él: “Si siguen mi enseñanza, entonces ustedes son realmente mis discípulos.","Txajũ' Jesusa' txajx ju'gu yuusaawe'sxtxi' na'jĩnak pta'sx: —Adx kaapiya'jni's jxpubamée nwẽese'jçxa', adx nasa yuuçxa"
JHN,8,32,Conocerán la verdad y la verdad los hará libres”.,"ewsa's jiyune'kwe, aça' txãa ewsa' ewmeesajũ nwe'wena jĩte',"
JHN,8,33,"“¡Nosotros somos descendientes de Abraham! Nosotros nunca hemos sido esclavos de nadie”, respondieron ellos. “¿Cómo puedes decir que seremos libres?”","txãawe'sxa' na'wẽtx pas: —Kwe'sxa' Abrahan ji'tha'w, sa' bagaçxte yuhwa ewmeete yu' fxi'zesameetha'w. Aça' idxa' ¿ma'wẽga ewmeesajũ nwe'weni yuune'kwe jĩna we'we'? jĩte',"
JHN,8,34,"Jesús respondió: “Les digo la verdad, todo el que peca es un esclavo del pecado.","Jesusa' pta'sxku: —Isath we'we', maawa ewmée yũuna fxi'zesa', ewmeete fxi'zesata'."
JHN,8,35,"Un esclavo no tiene un lugar permanente en la familia, pero el hijo siempre es parte de la familia.","I'kwe'sxa' peekx jii i'kwe: selpisa' yat namu na'wẽsame', naasáa peekx nçxi'k yuuçxáa yat namu na'wẽsa'."
JHN,8,36,"Si el Hijo los libera, entonces ustedes son verdaderamente libres.","Txãa pa'ga yat namu na'wẽsa Dxus Nçxi'k txã'wẽ ewmeesajũ nwe'wete yuuçxáa, isa ewmeete fxi'zesamée yuh yuune'kwe."
JHN,8,37,"Yo sé que ustedes son descendientes de Abraham. Sin embargo, ustedes están tratando de matarme porque se niegan a aceptar mis palabras.","I'kwe'sxa' Abrahan ji'thewa jiith, nawa adxa's ikh wẽje'i'kwe, adx kaapiya'jni's nwẽese'j wẽemeeçxaçxáa."
JHN,8,38,"Yo les estoy diciendo lo que el Padre me ha revelado, mientras que ustedes hacen lo que su padre les ha enseñado”.","Adx Tata kwe'we'jniçxá'sthu pta'sxi', naapkaçxha' i'kwe'sxa' i'kwe'sx tata jxkaahniçxá's i'kwe kxtey yu' jĩte',"
JHN,8,39,"“Nuestro padre es Abraham”, respondieron ellos. “Si ustedes realmente fueran hijos de Abraham, harían lo que Abraham hizo”, les dijo Jesús.","txãawe'sxa' na'wẽtx pas: —Kwe'sx tata' Abrahana' jĩte', Jesus pasçxa': —Abrahan luuçxwaça', Abrahan na'wẽy yũune'kwe."
JHN,8,40,"“Pero ustedes están tratando de matarme ahora, porque les dije la verdad que yo escuché de Dios. Abraham nunca habría hecho eso.","Txã'wẽtewa, adxna ma'wẽ Dxus kaapiya'the', txã'sçxáath isa pta'sxi'. Nawa i'kwe'sxa' adxa's ikhya' yuuçxáa i'kwe pa'pçxu'. Abrahana' bagaçxte yuhwa txã'wẽ yũume'."
JHN,8,41,"Ustedes están haciendo lo que hace el padre de ustedes”. “Pues nosotros no somos hijos ilegítimos”, respondieron ellos. “¡Solo Dios es nuestro padre!”","I'kwe'sx tata ma'wẽ yũute', i'kwe'sxwa txã'wẽy i'kwe yũ' jĩte', na'wẽtx pas: —Txã'jĩkahna', kwe'sxa' ¿ptamunimeesa luuçx wá'ntka'w? Kwe'sxa' teeçx tataçxáa ji'ptha'w, txã' Dxusa' jĩte',"
JHN,8,42,"Jesús respondió: “Si Dios fuese realmente el padre de ustedes, ustedes me amarían. Yo vine de Dios y estoy aquí. No fue mi propia decisión venir, sino la de Uno que me envió.","Jesusa' na'jĩnak we'we: —Isa Dxusa' i'kwe'sx tatawaça', adxa's ahçemeene'kwe, adxa' Dxus tasxu kaahnith yuwé' txãasa ayte ũsthu. Adxa' peekxçxáa yu' yuwe'çmeeth, adxa'sa' Dxusku kaah."
JHN,8,43,¿Por qué no pueden entender lo que estoy diciendo? ¡Es porque ustedes se niegan a escuchar mi mensaje!,"Na'swa adx kaapiya'jni's jiyu'çmeei'kwe, txã'wẽ adx we'weni's nwẽese'je'çmeei'kwe, txãasa i'kwe jiyu'çmée."
JHN,8,44,"El padre de ustedes es el diablo, y ustedes aman seguir los deseos malos de él. Él fue un asesino desde el principio. Nunca estuvo de parte de la verdad, porque no hay verdad en él. Cuando él miente, revela su verdadero carácter, porque él es un mentiroso y padre de mentiras.","I'kwe'sx tata', eçxthẽ'ja', aça' i'kwe'sxa' txajx luuçxi'kwe. Txã'wẽçxaíi i'kwe txajx jxthãasni's kxtey yuu wẽje', eçxthẽ'ja' nyafxiitey nasaa kiikhe'jsa' naa pa'ga. Eçxthẽ'ja' bagaçxte yuhwa ewsa's yũ'çme', sa' bagaçxte yuhwa isa we'we'çme'. Txãa yuu txã'wẽesana na' ĩsxiinaçxáak we'we', sa' kaaĩsxiija'jsa'."
JHN,8,45,"¡Entonces, como yo les digo la verdad, ustedes no me creen!",Nawa adx isa we'weni yu's nwẽese'je'çmeei'kwe.
JHN,8,46,"¿Acaso puede alguno de ustedes demostrarme que soy culpable de pecado? Si les estoy diciendo la verdad, ¿por qué no me creen?","I'kwe'sxa' ¿maaçxa' adxa's pkalsa' jĩna ukhe'jya' ãjama'kwe? adxa' isasaçxá'sthu pta'sxi' aça'. Adx isasa's kaapiya'jaçte', ¿ma'wẽtekwe adx we'weni's nwẽese'je'çmée?"
JHN,8,47,"Todo el que pertenece a Dios, escucha lo que Dios dice. La razón por la que ustedes no escuchan es porque ustedes no pertenecen a Dios”.",Dxus luuçxa' Dxus we'weni's nwẽese'je'tx. Nawa i'kwe'sxa' nwẽese'je'çmeei'kwe na' Dxus luuçx meei'kwe jĩk. Abrahan meetey Kristo ũsyã'kh yu'
JHN,8,48,“¿Acaso no tenemos razón en decir que eres un samaritano poseído por el demonio?” dijeron los judíos.,"Txajũ' judiuwe'sxa' Jesusa's na'wẽtx açewe'we: —Idxa' Samariajũwe'sxgu, txãasa eçxthẽ'j yakh ũsgu aça' isatha'w txã'jĩ' jĩte',"
JHN,8,49,"“No, yo no tengo demonio alguno”, respondió Jesús. “Yo glorifico a mi padre, pero ustedes me deshonran.","Jesusa' na'wẽk pas: —Adxa' eçxthẽ'j yakh ũsmeeth, naasáa adx Tata's tuuthe'jsaçxáath. Nawa i'kwe'sxa' adxa's açe'i'kwe."
JHN,8,50,Yo no vine aquí buscando honra para mí mismo. Pero hay Uno que lo hace por mí y quien juzga a mi favor.,Adxa's weçxana tuuthe'jni's pakwe'çmeeth. Nawa teeçx ũsa' adxa's tuuthe'jsa txã' adx ma'wẽsatewa jiia'.
JHN,8,51,"Les digo la verdad, cualquiera que sigue mi enseñanza, no morirá jamás”.","Isath we'we': Adx we'weni's kxtey yuusa', bagaçxte yuhwa uu ena's ji'phumeetxna."
JHN,8,52,"“Ahora sabemos que estás poseído por el demonio”, dijeron los judíos. “Abraham murió, y los profetas también, ¡y tú estás diciéndonos ‘cualquiera que sigue mi enseñanza, no morirá jamás!’","Txã'jĩte', judiuwe'sxa' na'wẽtx we'we: —Ãçxhtha'w wejx ew jiyu, eçxthẽ'j yakh ũstewa. Abrahana' uuk sa' Dxus yuwe pta'sxsawe'sxwa uutx. Naapkaçxha' idxa' na'jĩ'g: Maawa adx we'weni's kxtey yuuçxa', bagaçxte yuhwa uu ena's ji'phumeetxna jĩ'g."
JHN,8,53,"¿Acaso eres tú más grande que nuestro padre Abraham? Él murió, y los profetas también murieron. ¿Quién crees que eres?”","Kwe'sx yaçgawe'sx Abrahana' uuk sa' Dxus yuwe pta'sxsawe'sxwa uutx, aça' idxa' ¿Abrahante jxthaakwesa wá'ga? jĩte',"
JHN,8,54,"Jesús respondió: “Si yo me glorifico a mí mismo, mi Gloria no significa nada. Pero es Dios mismo quien me glorifica, el mismo del cual ustedes dicen ‘Él es nuestro Dios’.",Jesusa' na'wẽk pas: —Adxíiçxáa ya'tuuthe'jna pta'sxi'nja na' txã' selpimeena. Nawa adxa's tuuthe'jsa' adx Tata' txã's i'kwe kwe'sx Dxusa' jĩna we'we'.
JHN,8,55,"Ustedes no lo conocen, pero yo sí lo conozco. Si yo dijera ‘No lo conozco,’ sería un mentiroso, tal como ustedes. Pero yo sí lo conozco, y hago lo que Él dice.","Nawa i'kwe'sxa' txãa Dxusa's jii yuuwa meei'kwe. Nawa adxa' txã'sa' ew jiith. Txã'wẽ txã'sa' ew jiiçxa jiimeeth jĩ'nja na', i'kwe'sx na'wẽy ĩisxihsa yu'nja. Nawa adxa' ĩsxiimée Dxusa's jiith, sa' txajx jxkaahni's kxteythu yu'."
JHN,8,56,"Abrahám se deleitó en esperar mi venida, y se alegró cuando la vio”.","I'kwe'sx yaçgawe'sx Abrahana' adx naa kiwete pa'jwa'ja's jiyuçxa', wala weçxana yajkxku, sa' kxtey yuuni's jiyuçxa' wejxku wala weçxa."
JHN,8,57,"Los judíos respondieron: “Aún no tienes ni cincuenta años de edad, ¿y dices que has visto a Abraham?”","Txã'jĩte', judiuwe'sxa' na'wẽtx weeçx we'we: —Idxa' cinkwenta anxu yuhwa mée ji'phgu, sa' ¿ma'wẽga txã'wẽ Abrahana's uy? jĩte',"
JHN,8,58,"“Les digo la verdad: antes de que Abraham naciera, Yo soy”, dijo Jesús.","Jesus pasçxa': —Isath we'we', Abrahan meeíin, adxa' ũsyã'th yu'."
JHN,8,59,"Ante esto, ellos tomaron piedras para arrojárselas, pero Jesús se ocultó de ellos y se fue del Templo. < 8 >","Txã'jĩte', judiuwe'sxa' ũusaçxaçxa', Jesusa's kwet wãatatajxa'watx yu'. Nawa Jesusa' txãawe'sx ksxavxysuy dxuus yatu kasehna u'kh, kim yuhwa jiyunimeete. < 8 >"
JHN,9,1,"Mientras Jesús caminaba, vio a un hombre que era ciego desde su nacimiento.","Jesusa' u'jweççxa', teeçx piçthẽ'j naa kiwete upxhí uyya' ãjasame'sku puutx uy."
JHN,9,2,"Sus discípulos le preguntaron: “Maestro, ¿porqué nació ciego este hombre? ¿Fue él quien pecó, o fueron sus padres?”","Aça' txãa yakh u'jusawe'sxa' Jesusa's na'wẽtx paapẽjx: —Naa piçthẽ'ja' ¿kĩh yuupa'gaki'k txã'wẽ yafx ji'phmée upxna ũsu'? ¿Txajx pkalpa'ga ma'k txã'wẽ nxus ji'phu, meeçxa' neywe'sx pkalpa'ga wá' txã'wẽ yuu? jĩte',"
JHN,9,3,"Jesús respondió: “Ni él, ni sus padres pecaron. Pero para que el poder de Dios pueda manifestarse en su vida,","Jesus pasçxa' na'jĩk: —Txajx pkalpa'gawa me', sa' neywe'sx pkalpa'gawa meek txã'wẽ yuu, naasáa Dxus ewuni's ãate kaavxya'ja'khançxáak txã'wẽ yuu."
JHN,9,4,"tenemos que seguir haciendo la obra de Aquél que me envió mientras aún es de día. Cuando la noche venga, nadie podrá trabajar.","Txãa pa'ga kaahsa mjĩia's ãate kaavxya'ja'jna mjĩiwa'j ji'pthu nee en ũsiyna. Txã'wẽme' kus yã'the', kim yuhwa mjĩiya' ãjameena."
JHN,9,5,"Mientras estoy aquí en el mundo, yo soy la luz del mundo”.","Adxa' naa kiwete nee ũsíiçxáawa, nasatx eena'te kaafxi'ze'jwa'jsath."
JHN,9,6,"Después que dijo esto, Jesús escupió en el suelo e hizo barro con su saliva, el cual puso después sobre los ojos del hombre ciego.","Txã'jĩçxa', kiwe's fxne'sxju tuupha'çxa txãa piçthẽ'j yafxte sxũsxna'wa,"
JHN,9,7,"Entonces Jesús le dijo: “Ve y lávate tú mismo en el estanque de Siloé” (que significa “enviado”). Así que el hombre fue y se lavó a sí mismo, y cuando se dirigía hacia su casa, ya podía ver.","na'jĩnak jxkaah: —Me'j pkhi'kxya' Siloé yu'kafxte. (Txãa Siloea' Jxkaahnisa jĩni'.) Txajũ' txãa piçthẽ'ja' u'jçxa', yafxtxi pkhi'kxku, sa' uyna yã'kh sxawedna kũh."
JHN,9,8,"Sus vecinos y aquellos que lo habían conocido como un mendigo, preguntaban: “¿No es este el hombre que solía sentarse y mendigar?”","Aça' txajx yat utxasuwe'sx vxite' nyafxíi txã'wẽ yafx ji'phmée upxsatewa ew jiisa' na'wẽtx we'we: —Naa piçthẽ'jí ¿nyafxí' lmusxnu pẽjxna u'psa meená'? jĩte',"
JHN,9,9,"Algunos decían que él era, mientras que otros decían: “no, es alguien que se parece a él”. Pero el hombre seguía diciendo “¡Soy yo!”","maaíi yu': —Txãaíik jĩ'tx. Naapkaçxha' vxite': —Txãa na'wẽ yuh thegu'k, nawa txãame' jĩ'tx. Nawa txãa piçthẽ'j yu': —Adxíith jĩk."
JHN,9,10,“¿Cómo es posible que puedas ver?” le preguntaron.,"Txajũ' pẽjxtxi: —Idx upxnijũjx uyya' ãjameeçxa', ãçxha' ¿ma'wẽ yuuçxaga uyya' ãja'? jĩte',"
JHN,9,11,"Él respondió: “Un hombre llamado Jesús hizo barro y lo puso sobre mis ojos y me dijo ‘ve y lávate tú mismo en el estanque de Siloé’. Entonces yo fui, y me lavé, y ahora puedo ver”.","pta'sxku: —Teeçx piçthẽ'j Jesus yaasesa' kiwe's fxne'sxju tuupha'çxa adx yafxte sxũsxna'wa na'jĩk: Me'j pkhi'kxya' Siloé yu'kafxte jĩte', u'jna'wa pkhi'kxthu, aça' adx yafxa' phatetx aça' uyu'th jĩte',"
JHN,9,12,"“¿Dónde está?” le preguntaron. “No lo sé”, respondió él.",paapẽjxtxi: —Idxa's txã'wẽ kaahsa' ¿mtee ũsna? jĩte': —Jiimeeth jĩnak pas. Fxariseowe'sx txãa piçthẽ'ja's paapẽyni
JHN,9,13,Ellos llevaron al hombre que había estado ciego ante los fariseos.,Txajũ' txãa piçthẽ'ja's pe'jna u'jtx fxariseowe'sx tasxna.
JHN,9,14,Y era el día sábado cuando Jesús había preparado el barro y había abierto los ojos de aquél hombre.,Jesus txã'wẽ kiwe's fxne'sxju tuupha'jçxa uyya' ãjasame's yu'çe'jni' ki'swa'j enne' yu'.
JHN,9,15,"Así que los fariseos también le preguntaron cómo pudo ver. Él les dijo: “Él puso barro sobre mis ojos, y yo me lavé, y ahora puedo ver”.","Aça' fxariseowe'sxa' ki' paapẽjxtxi txãa piçthẽ'ja's: —¿Ma'wẽ yũuçxaga ãçxha' uyya' ãja'? jĩte', na'jĩnak pta'sx: —Kiwe's fxne'sxju tuupha'çxa adx yafxte sxũsxku, aça' pkhi'kxthu sa' uyya' ãjath jĩk."
JHN,9,16,Algunos de los fariseos dijeron: “El hombre que hizo esto no puede venir de Dios porque no guarda el Sábado”. Pero otros se preguntaban: “¿Cómo puede un pecador hacer tales milagros?” De modo que tenían opiniones divididas.,"Txajũ' fxariseowe'sx maaíi yu' na'wẽtx we'we: —Txã'wẽ yũusa' Dxus luuçx meena, ki'swa'j ena's ki'su'çme' na' jĩte', vxite' na'wẽtx we'we: —Pkalsaçxa', ¿ma'wẽ txã'wẽ kim yuhwa ãjãnimeesa's kaavxya'ja'jya' ãjãkx? Txajũ' txãawe'sxíiçxáa txã'wẽ we'weçxa', puutx puiidxi'tx neeyũu."
JHN,9,17,"Entonces siguieron interrogando al hombre: “Ya que fueron tus ojos los que él abrió, ¿cuál es tu opinión acerca de él?” preguntaron ellos. “Sin duda, él es un profeta”, respondió el hombre.",Sa' txãa piçthẽ'ja's ki' paapẽjxtxi: —Iidx yafxa's yu'çe'jsa' ¿kimna sũju'ga? jĩte': —Txã' Dxus yuwe pta'sxsana sũju'th jĩnak pas.
JHN,9,18,"Los líderes judíos aún se negaban a creer que el hombre que había sido ciego ahora pudiera ver, hasta que llamaron a sus padres.","Txã'wẽ upxnijũjx uyya' ãjasameeçxawa ãçxha' uyu'th jĩtewa, judiuwe'sx yu' txã'wẽne' yu' sũju'çmeeta'. Sa' txãa piçthẽ'j neywe'sxtxi pa'yaçxa',"
JHN,9,19,"Ellos les preguntaron: “¿Es este su hijo, que estaba ciego desde el nacimiento? ¿Cómo, entonces, es posible que ahora pueda ver?”","paapẽjxtxi: —¿Naa txã'wẽ i'kwe'sx luuçx upxnijũjx uyya' ãjasameena wakx? Sa' ¿ma'wẽ yũuçxaga ãçxha' uyya' ãja'? jĩte',"
JHN,9,20,Sus padres respondieron: “Sabemos que este es nuestro hijo que nació siendo ciego.,"neywe'sx pasçxa': —Na' kwe'sx luuçx yuja', txã'wẽ upxhíi uyya' ãjasameetewa txã'sa' jiitha'w."
JHN,9,21,"Pero no tenemos idea de cómo es posible que ahora vea, o de quién lo sanó. ¿Por qué no le preguntan a él? pues ya está suficientemente grande. Él puede hablar por sí mismo”.","Nawa jiimeetha'w ma'wẽ yũuçxane' ãçxha' uyya' ãja'. Sa' kim txã'wẽ yafxtxi' yu'çe'thewa txã'snawa jiimeetha'w. Txã's yuu mpẽjxwe, txã' thẽ'jsayã'ja' na' txãa pta'sxina."
JHN,9,22,"La razón por la que sus padres dijeron esto, es porque tenían miedo de lo que pudieran hacer los líderes judíos. Éstos ya habían anunciado que cualquiera que declarara que Jesús era el Mesías, sería expulsado de la sinagoga.",Paapẽysatxi' ũukhçxatx txã'wẽçxáa pas. Txã'wẽme' maa txã'wẽ Jesusa' Dxus kaahni Kristo' jĩna tuuthe'jena txã'sa' fxariseowe'sxa' ahçeçxa peena yu' txãawe'sx pkhaakhenite kaapa'ja'jya'méetx ũsu'.
JHN,9,23,"Esa fue la razón por la que sus padres dijeron “pregúntenle a él, pues ya está suficientemente grande”.",Aça' txã'wẽ yuuya'watetx ũukhçxa: Na' thẽ'jsayã'ja' na' txãa pta'sxina jĩnaçxáa pasu'.
JHN,9,24,"Por segunda vez, llamaron al hombre que había estado ciego y le dijeron: “¡Dale la gloria a Dios! Sabemos que este hombre es un pecador”.","Txajũ' fxariseowe'sxa' txãa piçthẽ'ja's ki' pa'yaçxa' na'wẽtx we'we: —Dxus dxi'pte ĩsxiimée mpeeta'sx. Kwe'sxa' jiitha'w iidx yafxtxi yu'çe'jsa' pkalsatewa jĩte',"
JHN,9,25,El hombre respondió: “Yo no sé si él es o no un pecador. Todo lo que sé es que yo estaba ciego y ahora puedo ver”.,"txãa piçthẽ'j pasçxa' na'jĩk: —Pkalsa wáana nawa adxa' jiimeeth. Adxa' na'wẽçxáa jiith: nyafxí' uyya' ãja'çmeeth, nawa ãçxha' uyu'th jĩte',"
JHN,9,26,Entonces ellos le preguntaron: “¿Qué te hizo? ¿Cómo fue que abrió tus ojos?”,"ki' paapẽjxtxi: —¿Kĩhga yũu? sa' ¿ma'wẽçxah yũuçxaga iidx yafxtxi' yu'çe'j? jĩte',"
JHN,9,27,El hombre respondió: “Ya les dije. ¿Acaso no estaban escuchando? ¿Por qué quieren escucharlo de nuevo? ¿Acaso quieren convertirse en sus discípulos también?”,"txã' na'wẽk pas: —Pta'sxyã'th, nawa pta'sxtewa açewe'we'çxáa i'kwe. Sa' ¿kĩjxa'kwe peena pta'sxkaja'? ¿I'kwe'sxwa txãa yakh u'ju wẽje'wá'kwe? jĩte',"
JHN,9,28,Entonces ellos lo insultaron y le dijeron: “Tú eres discípulo de ese hombre.,na'jĩnatx wẽesxũu: —Idxa' txãa yakh u'jusag. Nawa kwe'sxa' Moises jxkaahni's nwẽese'jsatha'w.
JHN,9,29,"Nosotros somos discípulos de Moisés. Sabemos que Dios le habló a Moisés, pero en lo que respecta a esta persona, ni siquiera sabemos de dónde viene”.",Kwe'sxa' jiitha'w Dxusa' Moises yakh puutx we'wek. Nawa txãa thẽ'ja's majũwe'sxtewa jiimeetha'w.
JHN,9,30,El hombre respondió: “¡Es algo increíble! Ustedes no saben de dónde viene pero él abrió mis ojos.,"Txajũ' txãa piçthẽ'ja' na'wẽk we'we: —Wala yuh fxiya', adx yafxtxi yu'çe'jsa's majũwe'sxtewa i'kwe'sxa' jiyumeete'."
JHN,9,31,"Nosotros sabemos que Dios no escucha a los pecadores, pero sí escucha a todo el que lo adora y hace su voluntad.","Maawa jiitha'w Dxusa' pkalsawe'sx we'weni's pasu'çme', naasáa Dxusna yajkxçxa txajx jxkaahni's kxtey yuusaçxáatxku Dxusa' pasu'."
JHN,9,32,Nunca antes en toda la historia se ha escuchado de un hombre que haya nacido ciego y haya sido sanado.,Bagaçxte yuhwa iiwẽse'jmeetha'w upxhíi uyya' ãjasameetx ki' kaauyu'jni yu'sa'.
JHN,9,33,"Si este hombre no viniera de Dios, no podría hacer nada”.","Adx yafxtxi yu'çe'jsa' Dxus kaahnisameewaça', txã'wẽ kaauyu'jya' ãjawa'jmeene' yu' jĩte',"
JHN,9,34,"“Tú naciste siendo completamente pecador, y sin embargo estás tratando de enseñarnos”, respondieron ellos. Y lo expulsaron de lo sinagoga.","na'wẽtx wẽesxũu we'we: —Idxa' upxhí iidx ũuste pkalçxaçxáa uta ji'ph upxsag na' ¿ma'wẽtega kwe'sxtxi yu'kxpeh wẽje'? jĩna açewe'weçxa', neeutx peena yu' jxpa'gaya'mée. Uysaaçxawa Dxus yu's jiimeesa"
JHN,9,35,"Cuando Jesús escuchó que lo habían expulsado, encontró al hombre y le preguntó: “¿Crees en el Hijo del hombre?”","Txajũ' Jesusa' txãa piçthẽ'ja's neeuni's jiyuçxa', ki' puutx uyçxa' na'wẽk pẽjx: —¿Dxus Nçxi'k kimtewa jiigá'? jĩte',"
JHN,9,36,"El hombre respondió: “Dime quién es, para creer en él”.","txãa piçthẽ'j pasçxa': —Mpeeta'sx adx jiyukahn jĩna pẽjxte',"
JHN,9,37,“Ya lo has visto. ¡Es el que habla contigo ahora!” le dijo Jesús.,"Jesusa' pta'sxku: —Idxa' Dxus Nçxi'ka's iiuyyã'jg. Adxíith, aça' idxa' txãa yakhgu puutx we'we'."
