"id","initial","page","headword","part_of_speech","gloss","authority","audio_url","source_url"
"2717","s","1","sec uu-","verb intransitive","haber eclipse de sol","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2718","s","1","seccuet","sustantivo","la chicharra (insecto)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2719","s","1","secúu-","verb impersonal","hacer verano, hacer sol","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_149hacersol.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2720","s","1","sela","noun (préstamo del español)","laurel de cera (árbol)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2721","s","1","selpíi-","verb transitive (préstamo del español)","servir, ser útil","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2722","s","1","selpisá","sustantivo","el siervo, que sirve","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2723","s","1","sembu’j-, sembu’ju-","verb transitive","plegar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2724","s","1","sende cuvy","sustantivo","la flauta (de carrizos verticales)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2725","s","1","sende’nde-","verb intransitive","enfilarse (según cierto orden)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2726","s","1","sendy","adjetivo","mezquino","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2727","s","1","sendy-, sendyi-","verb transitive","ser mezquino","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2728","s","1","sendy yuu-","verb intransitive","volverse mezquino","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_595volversemezquino.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2729","s","1","sepu","noun (préstamo del español)","el sebo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2730","s","1","setlu","noun (préstamo del español)","el cedro (árbol)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2731","s","1","se’se-","verb intransitive","ponerse ronco","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2732","s","1","se’w-","verb transitive","insertar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2733","s","1","seelpimeesa","adjetivo","inútil, inservible","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2734","s","1","seelpisa","adjetivo","útil","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2735","s","1","seena’","adjetivo","terrible, horrible","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2736","s","1","seena’sa","sustantivo","cosa terrible, horrible","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2737","s","1","sẽj-, sẽje-, sẽe-","verb intransitive","bajar, descender","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2738","s","1","sẽ’j","sustantivo","barbasco (planta venenosa)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2739","s","1","sẽ’j-, sẽ’je-","verb intransitive","fingir","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2740","s","2","siete","adjective (préstamo del español)","siete","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=2&lang=es"
"2741","s","2","sinzha-","verb transitive (préstamo del español)","cinchar, asegurar la silla con cincha","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=2&lang=es"
"2742","s","3","siyula","noun (préstamo del español)","la señora (de raza blanca)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_596senoraderazablanca.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2743","s","3","siyula cna’sa","noun (préstamo del español)","la señorita (de raza blanca)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_597senoritaderazablanca.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2744","s","3","sla’tyi-","verb intransitive","resbalar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2745","s","3","slenu (sleena)","noun (préstamo del español)","el sereno","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2746","s","3","slun (sluty T)","noun (préstamo del español)","el zurrón (botija de piel para guarapo)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2747","s","3","slli","sustantivo","el carrizo (planta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2748","s","3","sllimum","sustantivo","carrizo de guadua","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2749","s","3","slluj","sustantivo","el chiguaco (ave)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2750","s","3","smala","noun (préstamo del español)","el zamarro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2751","s","3","smejme (tsmejme)","sustantivo","la mariposa (insecto)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2752","s","3","smeme quits","sustantivo","vereda de Mariposas","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2753","s","3","snacja","sustantivo","la maraca","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2754","s","3","sneene","adjetivo","transparente, claro","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2755","s","3","sñal (syal)","noun (préstamo del español)","la cicatriz, marca","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2756","s","3","sñalu’j-, sñalu’ju- (syaalu’j-)","verb transitive","poner marca or cortar oreja de un animal","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2757","s","3","sñula- (syuula-)","verb intransitive","salir mazorca","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_314salirmazorca.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2758","s","3","sñuñu (syũyu)","sustantivo","la maraca, el alfandoque","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2759","s","3","soldau","noun (préstamo del español)","el soldado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2760","s","3","spajcy-, spaaqui-, spaacy-","verb transitive","1. bajar algo (de arriba para abajo); 2. desensillar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_876bajaralgo.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2761","s","3","spajnde-, spande-","verb transitive","templar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_877templar.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2762","s","3","spajndspajnde","adverbio","algo templado (freno)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2763","s","3","spandende-","verb transitive","templar (varias cuerdas)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2764","s","3","spate-","verb intransitive","encogerse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2765","s","3","spat-spate","adverbio","parcialmente encogido (las piernas)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2766","s","3","spay-, spayúu-","verb transitive","mirar a lo lejos","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2767","s","3","spaacysa","sustantivo","la partera","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2768","s","3","spaatu","noun (préstamo del español)","el zapato","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2769","s","3","spãpa-, spãpáa-","verb intransitive","esponjarse, hincharse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2770","s","3","spãash-, spãashi-","verb transitive","descargar (varios bultos)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2771","s","3","speeju","noun (préstamo del español)","el espejo","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_878espejo.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2772","s","3","spẽ’tj-, spẽ’tje-","verb transitive","cortar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2773","s","3","spẽ’tje’tj-, spẽ’tje’tje-","verb transitive","corar (varias cosas)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2774","s","3","spiiga","noun (préstamo del español)","la espiga","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2775","s","3","spiina’","sustantivo","pegajoso","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2776","s","3","spiina’sa","sustantivo","brea","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2777","s","3","spjamb-, spjaambu-","verb transitive","despajar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2778","s","3","spulla","noun (préstamo del español)","la cebolla (planta, de raíz comestible)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_273cebolla.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2779","s","3","spund-, spundúu-","verb transitive","torcer (hilo o guasca)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2780","s","3","squijw-, squiwu-","verb transitive","verter","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2781","s","3","squijw tuca","sustantivo","el calabazo (para líquidos)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_375calabazoparaliquidos.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2782","s","3","squii-, squiiyúu-","verb transitive","mirar hacia abajo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2783","s","3","squiiyu’yu-","verb transitive","mirar hacia abajo (repetidas veces)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2784","s","3","stela","noun (préstamo del español)","la estera","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2785","s","3","stende-","verb transitive","1. rasgar, romper; 2. changuar, separar hebras (de cabuya o bejuco)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2786","s","3","stendende-","verb transitive","rasgar, romper (varias cosas)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_881rasgar.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2787","s","3","styãj-, styãja-, styãa-","verb transitive","amañarse, acostumbrarse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2788","s","3","styãa","adjetivo","manso","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2790","s","3","suerte caaj-","verb transitive","echar suertes","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2791","s","3","sultyjica","noun (préstamo del español)","anillo, sortija","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2792","s","3","sulu","noun (préstamo del español)","el zorro (mamífero)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2793","s","3","sumba-","verb transitive","alcanzar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2794","s","3","sund-, sundúu- (tsund-)","verb intransitive","gotear","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2795","s","3","sunde-","verb transitive","romper, rasgar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_880romper.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2796","s","3","sunde’nde-","verb transitive","romper","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2797","s","3","sundeende-","verb transitive","romper (repetidas veces)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2798","s","3","sus","adjetivo","duro (sonido)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2799","s","3","sus-, susu-","verb intransitive","hacer ruido","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2800","s","3","sus-, susúu-","verb intransitive","chorrear, escurrir","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2801","s","3","susmée","adverbio","en voz baja, no duro (sonido)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2802","s","3","susni","sustantivo","ruido","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2803","s","3","susu","locative adverb","de abajo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2804","s","3","sut","adverbio","recto, directo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2805","s","3","sute-","verb intransitive","romperse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2806","s","3","suteni","past participle","roto","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_882roto.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2807","s","3","sute’te-","verb intransitive","romperse (varias veces)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2808","s","3","suty-, sutyíi- (sũty-)","verb transitive","rayar, escribir con lápiz","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_883rayar.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2809","s","3","suw-, suwúu-","verb transitive","dañar, destruir","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_884danar.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2810","s","3","su’s","sustantivo","la orina","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2811","s","3","su’s-, su’su-","verb intransitive","orinar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2812","s","3","suucal","noun (préstamo del español)","la vejiga","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2813","s","3","sũcj-, sũcjáa-","verb transitive","sobar, componer un hueso dislocado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2814","s","3","sũcja’cja-","verb transitive","sobar, acarciciar (varias veces)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2815","s","3","sũj-, sũjũ-, sũu-","verb transitive","pensar, creer, suponer","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2816","s","3","sũpy","adjetivo","desnudo, pelado","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2817","s","3","sũpy-, sũpíi-","verb reflexive","desnudarse, desvestirse","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2818","s","3","sũtj-, sũje-","verb transitive","esconder","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2819","s","3","sũupi’j-, sũupi’ji-","verb transitive","1. desyerbar, limpiar maleza; 2. desnudar, desvestir","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_405limpiarmaleza.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2820","s","3","swejnde-, swende-","verb transitive","agujerear, taladrar, perforar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2821","s","3","swendende-","verb transitive","perforar (varias cosas o en varias partes)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2822","s","3","swee-","verb intransitive","dañarse","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_885danarse.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2823","s","3","swẽtj-, swẽtje-","verb transitive","patear","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2824","s","3","syu’tje-","verb intransitive","resbalar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=3&lang=es"
"2825","s","1","shacue","sustantivo","el abono","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_23Jul2013_067abono.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2826","s","1","shajshaj-","verb intransitive","sonar, hacer ruido (maraca)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2827","s","1","shal","sustantivo","el teñidero (árbol, que se usa para teñir de negro)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2828","s","1","shamb","sustantivo","el pueblo, caserío","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2829","s","1","shamb","sustantivo","el ombligo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2830","s","1","shamb wes","sustantivo","el cordón umbilical","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2831","s","1","shambsá","sustantivo","habitante del pueblo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2832","s","1","shambúu-","verb intransitive","reunirse, congregarse","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_598reunirse.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2833","s","1","shande","sustantivo","tusilla (planta)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2834","s","1","shande-","verb transitive","desgranar, cosechar","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_24Jul2013_439desgranar.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2835","s","1","shape","sustantivo","el caracol","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2836","s","2","shate-, shatée-","verb intransitive","1. despedazarse; 2. (fig) fallecer (uno de la familia)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_745despedazarse.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=2&lang=es"
"2837","s","2","shateete-","verb intransitive","despedazarse (en varias partes)","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_26Jul2013_886despedazarse.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=2&lang=es"
"2838","s","2","shavy-, shavíi- (chjavy-)","verb intransitive","regresar, volver","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=2&lang=es"
"2839","s","2","shawendu’ndu-","verb intransitive","ir y venir (varias veces)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=2&lang=es"
"2840","s","1","sha’cy","sustantivo","la lama, el musgo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2841","s","1","sha’lul","sustantivo","seca (infarto de una glándula)","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2842","s","1","sha’tyj (T)","adjetivo","resbaloso","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2843","s","1","shaacãj","sustantivo","calambre","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2844","s","1","shaacãj u’j-","verb intransitive","dar calambre","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2845","s","1","shaacue","adjective, adverb","la broma, el chiste, la chanza","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_599broma.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2846","s","1","shaacue we’we-","verb transitive","bromear, chancear","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_600bromear.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2847","s","1","shaacue yasa","sustantivo","el apodo","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2848","s","1","shaacue yuu-","verb intransitive","bromear, chancear","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2849","s","1","shaacuesa","noun, adjective","bromeador, chistoso","Hablante: Francy Yanet","https://talkingdictionary.swarthmore.edu/media/paez/aud/NasaYuwe_FrancyYaneth_25Jul2013_601bromeador.mp3","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2850","s","1","shaacue’j-, shaacue’je-","verb transitive","abonar","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2851","s","1","shã’py","sustantivo","1. vástago, renuevo de árbol o planta; 2. vástago, persona descendiente de otra","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2852","s","1","shã’py-, shã’pi-","verb intransitive","1. echar ramas; 2. tener vástago","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
"2853","s","1","shã’shtu’j","sustantivo","maguey, tallo de flor de cabuya","Hablante: Gerdel and Slocum, 1983.","","https://talkingdictionary.swarthmore.edu/paez/?initial=s&page=1&lang=es"
